Event ID;Event Type;Event Status;Location; Specific Location;Consequences;RAM Potential;RAM Actual;Task / Activity;Risk Area;Event/Consequence: Consequence;Event: Consequences;Event: Human Factors;Event: Potential Severity - People;Event: Potential Severity - Asset;Event: Potential Severity - Community;Event: Potential Severity - Environmental
1041874;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;2B;;Maintenance, inspection, testing;Non-process safety related leaks, spills, fires or explosions;Observation;People,Asset Damage;Team communication, coordination, planning;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1041876;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;3C;;Walking, ascending, descending;Dropped or fallen objects;Observation;People;Mental state;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1041876;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;3C;;Walking, ascending, descending;Dropped or fallen objects;Observation;People;Time pressure;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1041881;Observation;Invalid Event Report;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;0C;;Maintenance, inspection, testing;Process safety;Observation;People;Team communication, coordination, planning;0. No Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1041883;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Other;Non-process safety related leaks, spills, fires or explosions;Observation;People;Team communication, coordination, planning;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1041883;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Other;Non-process safety related leaks, spills, fires or explosions;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1051780;Incident;In Progress;UPD/Z/OC - BC-10 Operations - BC10;;Environment;1E;1;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Incident;Environment;;0. No Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1053370;Incident;In Progress;UPD/Z/OC - BC-10 Operations - BC10;;Asset Damage;0D;;Marine transport, operations and diving;Maritime and water related;Incident;Asset Damage;;0. No Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1053932;Incident;In Progress;UPD/Z/OC - BC-10 Operations - BC10;;Environment;1E;1;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Incident;Environment;;0. No Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1057516;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;1D;1;Manual handling, tool use;Minor cuts, abrasions, burns or punctures;Incident;;;1. Slight Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1068905;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;Asset Damage;2C;;Equipment or process related;Dropped or fallen objects;Observation;Asset Damage,People;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1068905;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;2C;;Equipment or process related;Dropped or fallen objects;Observation;Asset Damage,People;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1068913;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;2C;;Maintenance, inspection, testing;Non-process safety related leaks, spills, fires or explosions;Observation;Environment,People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1068913;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;Environment;2C;;Maintenance, inspection, testing;Non-process safety related leaks, spills, fires or explosions;Observation;Environment,People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1068913;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;2C;;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Observation;Environment,People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1068913;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;Environment;2C;;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Observation;Environment,People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1068940;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;Asset Damage;2C;;Other;Slips and trips;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1068940;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;2C;;Other;Slips and trips;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1068963;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;3C;;Equipment or process related;Process safety;Observation;People;Tools, equipment and workspace;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1068978;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;2C;;Other;Exposure to workplace health hazards;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1069021;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;2C;;Equipment or process related;Exposure to workplace health hazards;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1069028;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;2C;;Air transport operations (including drones, excluding airport refueling & business travel);Air transport;Observation;People;Team communication, coordination, planning;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1069120;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;Asset Damage;3C;;Equipment or process related;Process safety;Observation;People,Asset Damage;Tools, equipment and workspace;3. Major Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1069120;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;3C;;Equipment or process related;Process safety;Observation;People,Asset Damage;Tools, equipment and workspace;3. Major Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1069147;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;3C;;Maintenance, inspection, testing;Minor cuts, abrasions, burns or punctures;Observation;People;Tools, equipment and workspace;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1069147;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;3C;;Equipment or process related;Minor cuts, abrasions, burns or punctures;Observation;People;Tools, equipment and workspace;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1069147;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;3C;;Manual handling, tool use;Minor cuts, abrasions, burns or punctures;Observation;People;Tools, equipment and workspace;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1069153;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;Asset Damage;2C;;Equipment or process related;Process safety;Observation;Asset Damage;Tools, equipment and workspace;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1069161;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;2C;;Cleaning, housekeeping;Non-process safety related leaks, spills, fires or explosions;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1069167;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;2C;;Cleaning, housekeeping;Non-process safety related leaks, spills, fires or explosions;Observation;People,Environment;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1069167;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;Environment;2C;;Cleaning, housekeeping;Non-process safety related leaks, spills, fires or explosions;Observation;People,Environment;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1069167;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;2C;;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Observation;People,Environment;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1069167;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;Environment;2C;;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Observation;People,Environment;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1069204;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;2C;;Walking, ascending, descending;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1069214;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;Asset Damage;2C;;Other;Falls from height (people);Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1069214;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;;People;2C;;Other;Falls from height (people);Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1069844;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Asset Damage;1E;1;Equipment or process related;Process safety;Incident;Asset Damage;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1069844;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Environment;1E;1;Equipment or process related;Process safety;Incident;Asset Damage;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1069846;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Asset Damage;1E;1;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Incident;Asset Damage;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1069846;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Environment;1E;1;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Incident;Asset Damage;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1069850;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Environment;1D;1;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Incident;Environment;;0. No Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1069853;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Environment;1E;1;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Incident;Environment;;0. No Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1072488;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Asset Damage;3C;;Equipment or process related;Dropped or fallen objects;Observation;People,Asset Damage;;3. Major Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1072488;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;People;3C;;Equipment or process related;Dropped or fallen objects;Observation;People,Asset Damage;;3. Major Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1072493;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;People;2C;;Working at height;Falls from height (people);Observation;People;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1072498;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;People;2C;;Working at height;Falls from height (people);Observation;People;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1072503;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;People;2C;;Manual handling, tool use;Minor cuts, abrasions, burns or punctures;Observation;People;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1072521;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Environment;2C;;Equipment or process related;Process safety;Observation;Environment;;0. No Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1072528;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;People;2C;;Working at height;Dropped or fallen objects;Observation;People;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1072528;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;People;2C;;Cleaning, housekeeping;Dropped or fallen objects;Observation;People;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1072580;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;People;2C;;Working at height;Falls from height (people);Observation;People;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1072593;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;People;2C;;Confined space;Dropped or fallen objects;Observation;People;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1072593;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;People;2C;;Walking, ascending, descending;Dropped or fallen objects;Observation;People;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1087097;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Environment;1E;1;Equipment or process related;Process safety;Incident;Environment;;0. No Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1087122;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Asset Damage;1E;1;Equipment or process related;Process safety;Incident;Asset Damage;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1087122;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Environment;1E;1;Equipment or process related;Process safety;Incident;Asset Damage;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1087127;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Asset Damage;1E;1;Equipment or process related;Process safety;Incident;Asset Damage;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1087127;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Environment;1E;1;Equipment or process related;Process safety;Incident;Asset Damage;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1087128;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Asset Damage;1E;1;Equipment or process related;Process safety;Incident;Asset Damage;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1087128;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Environment;1E;1;Equipment or process related;Process safety;Incident;Asset Damage;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1089476;Incident;In Progress;UPD/Z/OC - BC-10 Operations - BC10;BC-10;Environment;2D;2;Other;Non-process safety related leaks, spills, fires or explosions;Incident;Environment;;0. No Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1097555;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Maintenance, inspection, testing;Overexertion or strain;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1097578;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;2C;;Maintenance, inspection, testing;Process safety;Observation;Asset Damage,Environment;Mental state;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;2. Minor Effect
1097578;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Environment;2C;;Maintenance, inspection, testing;Process safety;Observation;Asset Damage,Environment;Mental state;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;2. Minor Effect
1097578;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;2C;;Maintenance, inspection, testing;Process safety;Observation;Asset Damage,Environment;Tools, equipment and workspace;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;2. Minor Effect
1097578;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Environment;2C;;Maintenance, inspection, testing;Process safety;Observation;Asset Damage,Environment;Tools, equipment and workspace;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;2. Minor Effect
1098339;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Walking, ascending, descending;Minor cuts, abrasions, burns or punctures;Observation;People;Team communication, coordination, planning;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1098372;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Walking, ascending, descending;Struck by moving objects or machinery;Observation;People;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1098389;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Walking, ascending, descending;Process safety;Observation;People;Mental state;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1098389;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Walking, ascending, descending;Process safety;Observation;People;Time pressure;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1098586;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Environment;1D;1;Maintenance, inspection, testing;Impact to community, customers, reputation;Incident;Environment;;0. No Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1099928;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;2C;;Lifting and hoisting;Dropped or fallen objects;Observation;People,Asset Damage;Mental state;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1099928;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Lifting and hoisting;Dropped or fallen objects;Observation;People,Asset Damage;Mental state;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1099928;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;2C;;Lifting and hoisting;Dropped or fallen objects;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1099928;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Lifting and hoisting;Dropped or fallen objects;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1099929;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Lifting and hoisting;Falls from height (people);Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1099931;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;1D;1;Maintenance, inspection, testing;Process safety;Incident;Environment,Asset Damage;Tools, equipment and workspace;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1099931;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Environment;1D;1;Maintenance, inspection, testing;Process safety;Incident;Environment,Asset Damage;Tools, equipment and workspace;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1099932;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Walking, ascending, descending;Dropped or fallen objects;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1099935;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Environment;1D;1;Maintenance, inspection, testing;Process safety;Incident;People,Environment;Mental state;1. Slight Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1099935;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Environment;1D;1;Maintenance, inspection, testing;Process safety;Incident;People,Environment;Team communication, coordination, planning;1. Slight Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1099935;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Environment;1D;1;Cleaning, housekeeping;Process safety;Incident;People,Environment;Mental state;1. Slight Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1099935;Incident;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Environment;1D;1;Cleaning, housekeeping;Process safety;Incident;People,Environment;Team communication, coordination, planning;1. Slight Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1099938;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Maintenance, inspection, testing;Slips and trips;Observation;People;Mental state;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1099938;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Maintenance, inspection, testing;Slips and trips;Observation;People;Task and procedure design;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1099938;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Maintenance, inspection, testing;Slips and trips;Observation;People;Team communication, coordination, planning;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1099938;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Maintenance, inspection, testing;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1099938;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Walking, ascending, descending;Slips and trips;Observation;People;Mental state;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1099938;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Walking, ascending, descending;Slips and trips;Observation;People;Task and procedure design;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1099938;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Walking, ascending, descending;Slips and trips;Observation;People;Team communication, coordination, planning;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1099938;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Walking, ascending, descending;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1099940;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Maintenance, inspection, testing;Struck by moving objects or machinery;Observation;People,Environment;Mental state;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1099940;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Environment;2C;;Maintenance, inspection, testing;Struck by moving objects or machinery;Observation;People,Environment;Mental state;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1099940;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Maintenance, inspection, testing;Struck by moving objects or machinery;Observation;People,Environment;Team communication, coordination, planning;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1099940;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Environment;2C;;Maintenance, inspection, testing;Struck by moving objects or machinery;Observation;People,Environment;Team communication, coordination, planning;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1100777;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;3C;;Electrical work;Dropped or fallen objects;Observation;People,Asset Damage;Tools, equipment and workspace;3. Major Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1100777;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;3C;;Electrical work;Dropped or fallen objects;Observation;People,Asset Damage;Tools, equipment and workspace;3. Major Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1100777;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;3C;;Walking, ascending, descending;Dropped or fallen objects;Observation;People,Asset Damage;Tools, equipment and workspace;3. Major Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1100777;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;3C;;Walking, ascending, descending;Dropped or fallen objects;Observation;People,Asset Damage;Tools, equipment and workspace;3. Major Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1100781;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Equipment or process related;Process safety;Observation;People;Mental state;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1100788;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Walking, ascending, descending;Exposure to workplace health hazards;Observation;People;Environmental conditions;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1104000;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Community;2C;;Office, accommodation, catering;Impact to community, customers, reputation;Observation;Community;Mental state;0. No Injury or Health Effect;0. No Damage;2. Minor Effect;0. No Effect
1104000;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Community;2C;;Office, accommodation, catering;Impact to community, customers, reputation;Observation;Community;Team communication, coordination, planning;0. No Injury or Health Effect;0. No Damage;2. Minor Effect;0. No Effect
1104008;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;2C;;Maintenance, inspection, testing;Dropped or fallen objects;Observation;Asset Damage,People;Mental state;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1104008;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Maintenance, inspection, testing;Dropped or fallen objects;Observation;Asset Damage,People;Mental state;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1104008;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;2C;;Maintenance, inspection, testing;Dropped or fallen objects;Observation;Asset Damage,People;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1104008;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Maintenance, inspection, testing;Dropped or fallen objects;Observation;Asset Damage,People;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1104008;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;2C;;Lifting and hoisting;Dropped or fallen objects;Observation;Asset Damage,People;Mental state;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1104008;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Lifting and hoisting;Dropped or fallen objects;Observation;Asset Damage,People;Mental state;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1104008;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;Asset Damage;2C;;Lifting and hoisting;Dropped or fallen objects;Observation;Asset Damage,People;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1104008;Observation;Closed;UPD/Z/OC - BC-10 Operations - BC10;BC-10 Plataform;People;2C;;Lifting and hoisting;Dropped or fallen objects;Observation;Asset Damage,People;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
